question_id,id,first posted,same day as question,total code %,java %,json %,xml %,stack traces %,length,words count,Coleman-Liau Index,Flesch Reasing Ease Score,Flesch-Kincaid Grade Level,Automated Readability Index,Gunning Fog Index,SMOG Grade,day of week,reputation,intercalations,score,number of comments,accepted,max comment length,avg comment length,min comment length
10002610,11751135,1,0,0.7220204688015847,0.7220204688015847,0.0,0.0,0.0,3029,157,5.861006486720486,70.86224155002981,66.22215323481241,4.047533208424327,7.358845322392076,7.30291905482202,3,215,5,2,0,1,0,0,0
10003995,10004007,1,1,0.22878228782287824,0.22878228782287824,0.0,0.0,0.0,271,40,24.64791666666666,14.88000000000001,-11.58583333333333,18.91375,9.8,9.611596133733247,3,7669,2,0,1,0,72,72.0,72
10003995,10004044,0,1,0.0,0.0,0.0,0.0,0.0,207,35,64.53840579710145,-171.41505434782604,-205.39228260869564,51.47978260869564,10.436231884057971,7.675104460629539,3,31656,0,1,2,1,103,66.0,29
10003995,10004046,0,1,0.5627802690582959,0.5627802690582959,0.0,0.0,0.0,446,34,3.4612999999999987,86.98700000000002,76.79400000000001,3.210700000000001,4.4,4.3693063937629155,3,1941,1,0,0,0,0,0,0
10009006,10009115,1,1,0.0,0.0,0.0,0.0,0.0,406,72,9.869255319148936,65.66100000000002,34.56575000000001,9.566702127659577,7.2,3.0,3,9653,0,2,6,0,209,127.66666666666667,51
10011587,10011868,1,1,0.49489795918367346,0.0,0.0,0.49489795918367346,0.0,588,44,14.99845833333333,45.1525,36.43875,10.897374999999998,8.233333333333334,8.242289739970332,3,19849,2,1,7,1,323,154.28571428571428,87
10013250,10018400,1,1,0.5989847715736041,0.0,0.0,0.5989847715736041,0.0,1379,103,6.650241403051602,78.76366637039433,77.13434345372767,7.174307555955075,5.3913690476190474,4.139409135772219,3,2322,5,0,9,0,286,152.22222222222223,39
10013250,12816195,0,0,0.0,0.0,0.0,0.0,0.0,1268,208,13.993430486571,60.31029801324506,34.626548013245056,11.884605556212552,8.159245243351204,7.5539316645550345,3,21,0,2,0,0,0,0,0
10013250,22510379,0,0,0.8225806451612904,0.0,0.0,0.8225806451612904,0.0,186,6,3.741666666666667,102.04500000000002,0.5166666666666693,1.1950000000000003,2.4000000000000004,3.0,3,7662,1,0,0,1,0,0,0
10015647,10016232,1,1,0.0,0.0,0.0,0.0,0.0,185,33,9.934375,74.27000000000001,6.8750000000000036,8.648125,7.65,6.872983346207417,3,2857,0,4,0,0,0,0,0
10015647,10016239,0,1,0.8412984670874661,0.8088367899008115,0.0,0.0,0.0,1109,36,3.890724206349204,93.34142857142857,75.35982142857142,3.6600297619047613,6.114285714285714,4.3693063937629155,3,279643,4,2,4,1,559,267.0,108
10019050,10019105,1,1,0.6768149882903981,0.6768149882903981,0.0,0.0,0.0,427,25,5.581785714285713,78.14821428571432,47.56821428571429,3.673928571428572,3.8000000000000003,3.0,3,27807,2,19,1,1,70,70.0,70
1002926,1002967,0,1,0.0,0.0,0.0,0.0,0.0,266,40,17.903513513513513,36.549099099099095,11.225405405405407,13.633153153153152,8.176576576576577,8.477225575051662,2,15083,0,2,1,0,75,75.0,75
1002926,1002957,1,1,0.7697138869504536,0.7697138869504536,0.0,0.0,0.0,1433,63,7.63639344262295,62.7638797814208,9.556393442622952,8.657650273224043,8.789071038251366,6.16227766016838,2,10062,1,4,1,0,127,127.0,127
10029650,10029689,1,1,0.0,0.0,0.0,0.0,0.0,78,13,9.076923076923077,83.0092307692308,4.91076923076923,6.808461538461536,5.2,3.0,4,826,0,4,0,0,0,0,0
10029650,10029690,0,1,0.0,0.0,0.0,0.0,0.0,94,22,0.48136363636363555,95.68818181818183,2.645454545454548,-0.7295454545454554,4.4,3.0,4,86005,0,1,0,0,0,0,0
10029650,10029947,0,1,0.42691415313225056,0.0,0.42691415313225056,0.0,0.0,431,42,9.934462499999999,65.08975000000001,37.822250000000004,6.732787499999999,4.9,4.936491673103708,4,53096,2,0,0,0,0,0,0
10042618,10042762,1,1,0.3125,0.3125,0.0,0.0,0.0,560,67,6.662716450216448,83.07993506493509,66.39198051948053,4.184123376623377,4.200000000000001,3.0,5,3967,4,1,2,1,53,39.0,25
10042618,10042865,0,1,0.0,0.0,0.0,0.0,0.0,305,55,6.272714285714285,62.00767857142859,34.70035714285715,7.102285714285713,8.271428571428572,4.936491673103708,5,1835,0,1,1,0,27,27.0,27
10046762,10046931,1,1,0.6274007682458387,0.6274007682458387,0.0,0.0,0.0,781,50,9.011799999999997,65.55550000000002,7.221,6.580200000000001,7.4,7.743416490252569,5,879,1,4,1,1,38,38.0,38
10046762,10047736,0,1,0.6811594202898551,0.6811594202898551,0.0,0.0,0.0,483,26,10.804454545454544,53.921818181818196,29.309545454545464,8.234636363636366,5.2,3.0,5,26930,2,0,0,0,0,0,0
10047356,10048012,0,1,0.45161290322580644,0.45161290322580644,0.0,0.0,0.0,93,10,4.759999999999998,95.165,2.4700000000000024,2.41,4.0,3.0,5,4670,1,0,0,0,0,0,0
10047356,10047492,1,1,0.0,0.0,0.0,0.0,0.0,1033,205,10.259993772076317,90.05233065217183,89.95620197128241,8.398781327798275,5.864873798076923,3.3498910190387905,5,1399,0,0,2,0,78,58.0,38
10057382,10057457,1,1,0.0,0.0,0.0,0.0,0.0,117,20,29.01230769230769,-27.62153846153842,20.341538461538466,22.75,8.276923076923078,8.477225575051662,6,364,0,1,0,0,0,0,0
10057382,10059521,0,0,0.0,0.0,0.0,0.0,0.0,580,94,12.368344497607653,56.51252192982457,46.16857456140351,10.07662360446571,7.413237639553429,7.319751617610021,0,2479,0,0,0,0,0,0,0
10057382,10059927,0,0,0.0,0.0,0.0,0.0,0.0,386,54,10.122581657925405,69.80796465253499,69.33015215253499,7.875613636363638,1.9843750000000002,3.0,0,3050,0,1,0,1,0,0,0
10060674,10060733,1,1,0.649390243902439,0.649390243902439,0.0,0.0,0.0,328,20,59.171458333333334,-115.99749999999997,-149.28999999999996,46.769375,8.866666666666667,5.738612787525831,0,1101,2,7,2,1,213,133.0,53
10060674,15675386,0,0,0.0,0.0,0.0,0.0,0.0,204,34,13.448749999999997,36.880000000000024,16.065,18.708750000000002,14.05,8.477225575051662,4,86,0,0,0,0,0,0,0
10065536,10065578,1,1,0.1922043010752688,0.0,0.0,0.0,0.0,744,103,0.979945515368307,45.89517620561741,44.11877914679388,9.48428143216746,3.6333333333333333,3.0,0,377313,2,4,9,1,264,148.22222222222223,19
10065536,10065668,0,1,0.7484008528784648,0.7484008528784648,0.0,0.0,0.0,469,20,4.197996031746029,33.66089285714289,26.022857142857173,6.527559523809522,2.2142857142857144,3.6846531968814578,0,345,2,1,1,0,36,36.0,36
10065536,10066339,0,1,0.7942289498580889,0.7516556291390728,0.0,0.0,0.0,2114,83,4.355444015444014,80.90248391248392,48.700096525096534,2.2069626769626787,3.866666666666667,3.0,0,1641,3,1,0,0,0,0,0
10066020,10066040,1,1,0.0,0.0,0.0,0.0,0.0,535,97,3.8855755208333305,91.00385416666668,78.28781250000002,4.2827057291666675,5.035416666666666,5.3375522303147696,0,159710,0,6,5,1,323,206.2,104
10066020,10066119,0,1,0.0,0.0,0.0,0.0,0.0,1103,190,12.215618274428802,44.02983342258263,41.398791755915965,15.289568256578946,13.18966323269414,9.905141156752768,0,114845,0,1,2,0,491,254.5,18
10066020,10066168,0,1,0.0,0.0,0.0,0.0,0.0,233,38,10.802105263157891,68.06618421052633,6.125526315789475,7.1178947368421035,3.8000000000000003,3.0,0,100009,0,5,0,0,0,0,0
